山东组播,#genre#
CCTV7,http://122.5.98.116:8818/rtp/239.21.1.7:5002
CCTV8,http://122.5.98.116:8818/rtp/239.21.2.48:5002
CCTV8,http://122.5.98.116:8818/rtp/239.21.1.8:5002
CCTV9,http://122.5.98.116:8818/rtp/239.21.1.153:5002
CCTV9,http://122.5.98.116:8818/rtp/239.21.1.9:5002
CETV1,http://122.5.98.116:8818/rtp/239.21.2.7:5002
CETV2,http://122.5.98.116:8818/rtp/239.21.2.8:5002
CETV4,http://122.5.98.116:8818/rtp/239.21.1.222:5002
CGTN,http://122.5.98.116:8818/rtp/239.21.1.10:5002
CGTN,http://122.5.98.116:8818/rtp/239.21.2.30:5002
CGTN阿拉伯语,http://122.5.98.116:8818/rtp/239.21.2.34:5002
CGTN俄语,http://122.5.98.116:8818/rtp/239.21.2.35:5002
CGTN法语,http://122.5.98.116:8818/rtp/239.21.2.33:5002
CGTN纪录,http://122.5.98.116:8818/rtp/239.21.2.31:5002
CGTN西班牙语,http://122.5.98.116:8818/rtp/239.21.2.32:5002
BTV纪实 LD,http://122.5.98.116:8818/rtp/239.21.1.194:5002
BTV卡酷少儿,http://122.5.98.116:8818/rtp/239.21.1.49:5002
IPTV5+,http://122.5.98.116:8818/rtp/239.21.1.161:5002
IPTV经典电影,http://122.5.98.116:8818/rtp/239.21.1.124:5002
IPTV魅力时尚,http://122.5.98.116:8818/rtp/239.21.1.129:5002
IPTV热播剧场,http://122.5.98.116:8818/rtp/239.21.1.128:5002
IPTV少儿动画,http://122.5.98.116:8818/rtp/239.21.1.125:5002
IPTV相声小品,http://122.5.98.116:8818/rtp/239.21.1.126:5002
爱生活,http://122.5.98.116:8818/rtp/239.21.1.212:5002
安徽卫视,http://122.5.98.116:8818/rtp/239.21.1.21:5002
安徽卫视,http://122.5.98.116:8818/rtp/239.21.1.159:5002
安丘新闻,http://122.5.98.116:8818/rtp/239.21.2.13:5002
北京纪实,http://122.5.98.116:8818/rtp/239.21.1.172:5002
北京卫视,http://122.5.98.116:8818/rtp/239.21.1.20:5002
北京卫视,http://122.5.98.116:8818/rtp/239.21.1.88:5002
滨州公共,http://122.5.98.116:8818/rtp/239.21.1.119:5002
滨州好生新闻,http://122.5.98.116:8818/rtp/239.21.1.238:5002
滨州新闻,http://122.5.98.116:8818/rtp/239.21.1.118:5002
兵团卫视,http://122.5.98.116:8818/rtp/239.21.1.234:5002
财富天下,http://122.5.98.116:8818/rtp/239.21.1.127:5002
昌乐新闻,http://122.5.98.116:8818/rtp/239.21.1.245:5002
昌邑新闻,http://122.5.98.116:8818/rtp/239.21.2.27:5002
车迷,http://122.5.98.116:8818/rtp/239.21.2.39:5002
茌平综合,http://122.5.98.116:8818/rtp/239.21.1.219:5002
单县综合,http://122.5.98.116:8818/rtp/239.21.2.21:5002
德州公共,http://122.5.98.116:8818/rtp/239.21.1.76:5002
德州新闻,http://122.5.98.116:8818/rtp/239.21.1.75:5002
定陶,http://122.5.98.116:8818/rtp/239.21.1.244:5002
东方卫视,http://122.5.98.116:8818/rtp/239.21.1.23:5002
东方卫视,http://122.5.98.116:8818/rtp/239.21.1.111:5002
东明,http://122.5.98.116:8818/rtp/239.21.1.246:5002
东南卫视,http://122.5.98.116:8818/rtp/239.21.1.29:5002
东南卫视,http://122.5.98.116:8818/rtp/239.21.1.113:5002
东平新闻,http://122.5.98.116:8818/rtp/239.21.1.216:5002
东营公共,http://122.5.98.116:8818/rtp/239.21.1.82:5002
东营新闻,http://122.5.98.116:8818/rtp/239.21.1.81:5002
动作影院,http://122.5.98.116:8818/rtp/239.21.1.123:5002
甘肃卫视,http://122.5.98.116:8818/rtp/239.21.1.47:5002
甘肃卫视,http://122.5.98.116:8818/rtp/239.21.2.22:5002
冠县综合,http://122.5.98.116:8818/rtp/239.21.1.250:5002
光影,http://122.5.98.116:8818/rtp/239.21.1.131:5002
广播,http://122.5.98.116:8818/rtp/239.21.2.36:5002
广东卫视,http://122.5.98.116:8818/rtp/239.21.1.26:5002
广东卫视,http://122.5.98.116:8818/rtp/239.21.1.92:5002
广西卫视,http://122.5.98.116:8818/rtp/239.21.1.39:5002
贵州卫视,http://122.5.98.116:8818/rtp/239.21.1.42:5002
贵州卫视,http://122.5.98.116:8818/rtp/239.21.1.166:5002
哈哈炫动,http://122.5.98.116:8818/rtp/239.21.1.51:5002
海看,http://122.5.98.116:8818/rtp/239.21.1.96:5002
海看爱宠,http://122.5.98.116:8818/rtp/239.21.1.85:5002
海看大片,http://122.5.98.116:8818/rtp/239.21.1.99:5002
海看大片,http://122.5.98.116:8818/rtp/239.21.1.121:5002
海看电竞,http://122.5.98.116:8818/rtp/239.21.1.135:5002
海看电竞 LD,http://122.5.98.116:8818/rtp/239.21.1.191:5002
海看儿歌,http://122.5.98.116:8818/rtp/239.21.1.86:5002
海看剧场,http://122.5.98.116:8818/rtp/239.21.1.98:5002
海看热播,http://122.5.98.116:8818/rtp/239.21.1.100:5002
海看少儿,http://122.5.98.116:8818/rtp/239.21.1.97:5002
海南卫视,http://122.5.98.116:8818/rtp/239.21.1.31:5002
海南卫视,http://122.5.98.116:8818/rtp/239.21.2.14:5002
河北卫视,http://122.5.98.116:8818/rtp/239.21.1.35:5002
河北卫视,http://122.5.98.116:8818/rtp/239.21.1.168:5002
河南卫视,http://122.5.98.116:8818/rtp/239.21.1.38:5002
河南卫视,http://122.5.98.116:8818/rtp/239.21.2.37:5002
菏泽,http://122.5.98.116:8818/rtp/239.21.1.103:5002
菏泽2,http://122.5.98.116:8818/rtp/239.21.2.18:5002
黑龙江卫视,http://122.5.98.116:8818/rtp/239.21.1.28:5002
黑龙江卫视,http://122.5.98.116:8818/rtp/239.21.1.91:5002
湖北卫视,http://122.5.98.116:8818/rtp/239.21.1.32:5002
湖北卫视,http://122.5.98.116:8818/rtp/239.21.1.163:5002
湖南卫视,http://122.5.98.116:8818/rtp/239.21.1.18:5002
湖南卫视,http://122.5.98.116:8818/rtp/239.21.1.158:5002
环球旅游,http://122.5.98.116:8818/rtp/239.21.2.40:5002
桓台,http://122.5.98.116:8818/rtp/239.21.1.105:5002
惠民综合,http://122.5.98.116:8818/rtp/239.21.1.181:5002
吉林卫视,http://122.5.98.116:8818/rtp/239.21.1.37:5002
吉林卫视,http://122.5.98.116:8818/rtp/239.21.2.49:5002
纪实人文,http://122.5.98.116:8818/rtp/239.21.1.195:5002
济南都市,http://122.5.98.116:8818/rtp/239.21.1.63:5002
济南教育,http://122.5.98.116:8818/rtp/239.21.1.133:5002
济南科教,http://122.5.98.116:8818/rtp/239.21.1.150:5002
济南鲁中,http://122.5.98.116:8818/rtp/239.21.1.149:5002
济南商务,http://122.5.98.116:8818/rtp/239.21.1.67:5002
济南少儿,http://122.5.98.116:8818/rtp/239.21.1.68:5002
济南生活,http://122.5.98.116:8818/rtp/239.21.1.64:5002
济南新闻,http://122.5.98.116:8818/rtp/239.21.1.62:5002
济南新闻,http://122.5.98.116:8818/rtp/239.21.1.94:5002
济南影视,http://122.5.98.116:8818/rtp/239.21.1.65:5002
济南娱乐,http://122.5.98.116:8818/rtp/239.21.1.66:5002
济宁公共,http://122.5.98.116:8818/rtp/239.21.2.20:5002
济宁教育,http://122.5.98.116:8818/rtp/239.21.1.139:5002
济宁综合,http://122.5.98.116:8818/rtp/239.21.1.138:5002
济宁综合,http://122.5.98.116:8818/rtp/239.21.2.19:5002
济阳综合,http://122.5.98.116:8818/rtp/239.21.1.187:5002
嘉佳卡通,http://122.5.98.116:8818/rtp/239.21.2.5:5002
江苏卫视,http://122.5.98.116:8818/rtp/239.21.1.19:5002
江苏卫视,http://122.5.98.116:8818/rtp/239.21.1.89:5002
江西卫视,http://122.5.98.116:8818/rtp/239.21.1.36:5002
江西卫视,http://122.5.98.116:8818/rtp/239.21.1.167:5002
金乡新闻,http://122.5.98.116:8818/rtp/239.21.1.184:5002
金鹰纪实,http://122.5.98.116:8818/rtp/239.21.1.170:5002
金鹰纪实 LD,http://122.5.98.116:8818/rtp/239.21.1.196:5002
金鹰卡通,http://122.5.98.116:8818/rtp/239.21.1.48:5002
精选,http://122.5.98.116:8818/rtp/239.21.1.213:5002
巨野新闻,http://122.5.98.116:8818/rtp/239.21.1.215:5002
莱西综合,http://122.5.98.116:8818/rtp/239.21.1.247:5002
兰陵综合,http://122.5.98.116:8818/rtp/239.21.1.237:5002
梁山新闻,http://122.5.98.116:8818/rtp/239.21.2.12:5002
辽宁卫视,http://122.5.98.116:8818/rtp/239.21.1.27:5002
辽宁卫视,http://122.5.98.116:8818/rtp/239.21.1.164:5002
聊城公共,http://122.5.98.116:8818/rtp/239.21.1.254:5002
聊城综合,http://122.5.98.116:8818/rtp/239.21.1.253:5002
陵城新闻,http://122.5.98.116:8818/rtp/239.21.2.24:5002
美人,http://122.5.98.116:8818/rtp/239.21.1.132:5002
蒙阴,http://122.5.98.116:8818/rtp/239.21.2.23:5002
墨宝,http://122.5.98.116:8818/rtp/239.21.1.130:5002
牟平生活,http://122.5.98.116:8818/rtp/239.21.2.11:5002
牟平新闻,http://122.5.98.116:8818/rtp/239.21.2.10:5002
内蒙古卫视,http://122.5.98.116:8818/rtp/239.21.1.41:5002
宁津新闻,http://122.5.98.116:8818/rtp/239.21.2.50:5002
宁夏卫视,http://122.5.98.116:8818/rtp/239.21.1.44:5002
宁阳1,http://122.5.98.116:8818/rtp/239.21.1.143:5002
宁阳2,http://122.5.98.116:8818/rtp/239.21.1.144:5002
农林卫视,http://122.5.98.116:8818/rtp/239.21.1.235:5002
平度新闻,http://122.5.98.116:8818/rtp/239.21.1.228:5002
平阴综合,http://122.5.98.116:8818/rtp/239.21.1.221:5002
平原新闻,http://122.5.98.116:8818/rtp/239.21.1.243:5002
栖霞综合,http://122.5.98.116:8818/rtp/239.21.1.229:5002
齐河新闻,http://122.5.98.116:8818/rtp/239.21.1.230:5002
青岛1,http://122.5.98.116:8818/rtp/239.21.1.69:5002
青岛2,http://122.5.98.116:8818/rtp/239.21.1.70:5002
青岛3,http://122.5.98.116:8818/rtp/239.21.1.71:5002
青岛4,http://122.5.98.116:8818/rtp/239.21.1.72:5002
青岛5,http://122.5.98.116:8818/rtp/239.21.1.73:5002
青岛6,http://122.5.98.116:8818/rtp/239.21.1.74:5002
青海卫视,http://122.5.98.116:8818/rtp/239.21.1.43:5002
青州文化旅游,http://122.5.98.116:8818/rtp/239.21.1.231:5002
青州综合,http://122.5.98.116:8818/rtp/239.21.1.232:5002
曲阜新闻,http://122.5.98.116:8818/rtp/239.21.1.225:5002
日照莒县TV-1,http://122.5.98.116:8818/rtp/239.21.1.236:5002
日照科教,http://122.5.98.116:8818/rtp/239.21.1.80:5002
日照岚山,http://122.5.98.116:8818/rtp/239.21.1.209:5002
日照新闻,http://122.5.98.116:8818/rtp/239.21.1.79:5002
荣成综合,http://122.5.98.116:8818/rtp/239.21.1.227:5002
乳山,http://122.5.98.116:8818/rtp/239.21.1.220:5002
三沙卫视,http://122.5.98.116:8818/rtp/239.21.2.9:5002
厦门卫视,http://122.5.98.116:8818/rtp/239.21.2.6:5002
山东国际,http://122.5.98.116:8818/rtp/239.21.1.61:5002
山东教育,http://122.5.98.116:8818/rtp/239.21.1.101:5002
山东教育,http://122.5.98.116:8818/rtp/239.21.1.169:5002
山东居家购物,http://122.5.98.116:8818/rtp/239.21.1.112:5002
山东农科,http://122.5.98.116:8818/rtp/239.21.1.59:5002
山东农科,http://122.5.98.116:8818/rtp/239.21.1.183:5002
山东齐鲁,http://122.5.98.116:8818/rtp/239.21.1.53:5002
山东齐鲁,http://122.5.98.116:8818/rtp/239.21.1.134:5002
山东少儿,http://122.5.98.116:8818/rtp/239.21.1.60:5002
山东少儿,http://122.5.98.116:8818/rtp/239.21.1.208:5002
山东生活,http://122.5.98.116:8818/rtp/239.21.1.56:5002
山东生活,http://122.5.98.116:8818/rtp/239.21.1.175:5002
山西卫视,http://122.5.98.116:8818/rtp/239.21.1.33:5002
陕西卫视,http://122.5.98.116:8818/rtp/239.21.1.30:5002
上海纪实,http://122.5.98.116:8818/rtp/239.21.1.171:5002
莘县,http://122.5.98.116:8818/rtp/239.21.1.211:5002
深圳卫视,http://122.5.98.116:8818/rtp/239.21.1.25:5002
深圳卫视,http://122.5.98.116:8818/rtp/239.21.1.93:5002
生态环境,http://122.5.98.116:8818/rtp/239.21.2.42:5002
寿光蔬菜,http://122.5.98.116:8818/rtp/239.21.1.218:5002
四川卫视,http://122.5.98.116:8818/rtp/239.21.1.34:5002
四川卫视,http://122.5.98.116:8818/rtp/239.21.2.15:5002
四海钓鱼,http://122.5.98.116:8818/rtp/239.21.2.38:5002
滕州综合,http://122.5.98.116:8818/rtp/239.21.1.178:5002
体育赛事,http://122.5.98.116:8818/rtp/239.21.2.44:5002
天津卫视,http://122.5.98.116:8818/rtp/239.21.1.22:5002
天津卫视,http://122.5.98.116:8818/rtp/239.21.1.165:5002
潍坊1,http://122.5.98.116:8818/rtp/239.21.1.77:5002
潍坊2,http://122.5.98.116:8818/rtp/239.21.1.78:5002
潍坊寿光新闻,http://122.5.98.116:8818/rtp/239.21.1.180:5002
文登,http://122.5.98.116:8818/rtp/239.21.1.174:5002
无棣综合,http://122.5.98.116:8818/rtp/239.21.1.214:5002
五莲新闻,http://122.5.98.116:8818/rtp/239.21.1.249:5002
武城新闻,http://122.5.98.116:8818/rtp/239.21.1.239:5002
武城影视,http://122.5.98.116:8818/rtp/239.21.1.240:5002
西藏卫视,http://122.5.98.116:8818/rtp/239.21.1.46:5002
喜剧影院,http://122.5.98.116:8818/rtp/239.21.1.122:5002
夏津公共,http://122.5.98.116:8818/rtp/239.21.1.102:5002
夏津综合,http://122.5.98.116:8818/rtp/239.21.1.106:5002
新疆卫视,http://122.5.98.116:8818/rtp/239.21.1.45:5002
新泰乡村,http://122.5.98.116:8818/rtp/239.21.1.248:5002
新泰新闻,http://122.5.98.116:8818/rtp/239.21.1.210:5002
新闻综合,http://122.5.98.116:8818/rtp/239.21.1.193:5002
烟台公共,http://122.5.98.116:8818/rtp/239.21.1.117:5002
烟台经济,http://122.5.98.116:8818/rtp/239.21.1.205:5002
烟台新闻,http://122.5.98.116:8818/rtp/239.21.1.116:5002
烟台影视,http://122.5.98.116:8818/rtp/239.21.1.204:5002
兖州新闻,http://122.5.98.116:8818/rtp/239.21.1.224:5002
阳信新闻,http://122.5.98.116:8818/rtp/239.21.1.252:5002
优漫卡通,http://122.5.98.116:8818/rtp/239.21.1.50:5002
优优宝贝,http://122.5.98.116:8818/rtp/239.21.2.41:5002
禹城综合,http://122.5.98.116:8818/rtp/239.21.1.241:5002
禹城综艺,http://122.5.98.116:8818/rtp/239.21.1.242:5002
云南卫视,http://122.5.98.116:8818/rtp/239.21.1.40:5002
郓城新闻,http://122.5.98.116:8818/rtp/239.21.1.251:5002
沾化综合,http://122.5.98.116:8818/rtp/239.21.1.226:5002
长清新闻,http://122.5.98.116:8818/rtp/239.21.1.107:5002
浙江卫视,http://122.5.98.116:8818/rtp/239.21.1.17:5002
浙江卫视,http://122.5.98.116:8818/rtp/239.21.1.90:5002
中国交通,http://122.5.98.116:8818/rtp/239.21.1.115:5002
中华特产,http://122.5.98.116:8818/rtp/239.21.2.43:5002
重庆卫视,http://122.5.98.116:8818/rtp/239.21.1.24:5002
重庆卫视,http://122.5.98.116:8818/rtp/239.21.1.233:5002
诸城新闻,http://122.5.98.116:8818/rtp/239.21.1.217:5002
淄博都市,http://122.5.98.116:8818/rtp/239.21.1.83:5002
淄博公共,http://122.5.98.116:8818/rtp/239.21.1.182:5002
淄博科教,http://122.5.98.116:8818/rtp/239.21.1.110:5002
淄博生活,http://122.5.98.116:8818/rtp/239.21.1.109:5002
淄博新闻,http://122.5.98.116:8818/rtp/239.21.1.84:5002
淄博沂源新闻,http://122.5.98.116:8818/rtp/239.21.1.114:5002
综合测试,http://122.5.98.116:8818/rtp/239.21.1.203:5002
邹城新闻,http://122.5.98.116:8818/rtp/239.21.1.185:5002
足球,http://122.5.98.116:8818/rtp/239.21.1.162:5002
浙江组播,#genre#
CCTV1,http://60.185.236.42:4022/rtp/233.50.201.222:5140
CCTV1,http://60.185.236.42:4022/rtp/233.50.201.118:5140
CCTV1,http://60.185.236.42:4022/rtp/233.50.200.99:5140
CCTV1,http://60.185.236.42:4022/rtp/233.50.200.130:5140
CCTV1,http://60.185.236.42:4022/rtp/233.50.200.143:5140
CCTV2,http://60.185.236.42:4022/rtp/233.50.201.119:5140
CCTV2,http://60.185.236.42:4022/rtp/233.50.200.25:5140
CCTV2,http://60.185.236.42:4022/rtp/233.50.200.100:5140
CCTV3,http://60.185.236.42:4022/rtp/233.50.201.196:5140
CCTV3,http://60.185.236.42:4022/rtp/233.50.200.107:5140
CCTV4,http://60.185.236.42:4022/rtp/233.50.200.101:5140
CCTV4,http://60.185.236.42:4022/rtp/233.50.202.38:5140
CCTV4,http://60.185.236.42:4022/rtp/233.50.201.226:5140
CCTV5,http://60.185.236.42:4022/rtp/233.50.201.108:5140
CCTV5,http://60.185.236.42:4022/rtp/233.50.201.193:5140
CCTV5,http://60.185.236.42:4022/rtp/233.50.201.197:5140
CCTV5,http://60.185.236.42:4022/rtp/233.50.201.195:5140
CCTV5,http://60.185.236.42:4022/rtp/233.50.200.108:5140
CCTV6,http://60.185.236.42:4022/rtp/233.50.201.198:5140
CCTV6,http://60.185.236.42:4022/rtp/233.50.200.109:5140
CCTV7,http://60.185.236.42:4022/rtp/233.50.201.120:5140
CCTV7,http://60.185.236.42:4022/rtp/233.50.200.24:5140
CCTV7,http://60.185.236.42:4022/rtp/233.50.200.102:5140
CCTV8,http://60.185.236.42:4022/rtp/233.50.201.199:5140
CCTV8,http://60.185.236.42:4022/rtp/233.50.200.110:5140
CCTV8,http://60.185.236.42:4022/rtp/233.50.201.116:5140
CCTV9,http://60.185.236.42:4022/rtp/233.50.201.121:5140
CCTV9,http://60.185.236.42:4022/rtp/233.50.200.23:5140
CETV1,http://60.185.236.42:4022/rtp/233.50.200.169:5140
CETV4,http://60.185.236.42:4022/rtp/233.50.200.162:5140
CETV4,http://60.185.236.42:4022/rtp/233.50.200.174:5140
法治天地,http://60.185.236.42:4022/rtp/233.50.201.191:5140
法治天地,http://60.185.236.42:4022/rtp/233.50.200.120:5140
游戏风云,http://60.185.236.42:4022/rtp/233.50.201.183:5140
游戏风云,http://60.185.236.42:4022/rtp/233.50.200.14:5140
茶频道,http://60.185.236.42:4022/rtp/233.50.201.188:5140
茶频道,http://60.185.236.42:4022/rtp/233.50.200.124:5140
金色学堂,http://60.185.236.42:4022/rtp/233.50.201.186:5140
金色学堂,http://60.185.236.42:4022/rtp/233.50.200.122:5140
环球旅游,http://60.185.236.42:4022/rtp/233.50.202.31:5140
生态环境,http://60.185.236.42:4022/rtp/233.50.202.103:5140
生态环境,http://60.185.236.42:4022/rtp/233.50.202.37:5140
快乐垂钓,http://60.185.236.42:4022/rtp/233.50.201.109:5140
快乐垂钓,http://60.185.236.42:4022/rtp/233.50.200.123:5140
生活时尚,http://60.185.236.42:4022/rtp/233.50.201.187:5140
生活时尚,http://60.185.236.42:4022/rtp/233.50.200.15:5140
乐游,http://60.185.236.42:4022/rtp/233.50.201.185:5140
乐游,http://60.185.236.42:4022/rtp/233.50.200.248:5140
乐游,http://60.185.236.42:4022/rtp/233.50.200.148:5140
动漫秀场,http://60.185.236.42:4022/rtp/233.50.201.184:5140
动漫秀场,http://60.185.236.42:4022/rtp/233.50.200.12:5140
重庆卫视,http://60.185.236.42:4022/rtp/233.50.201.143:5140
重庆卫视,http://60.185.236.42:4022/rtp/233.50.200.114:5140
江苏卫视,http://60.185.236.42:4022/rtp/233.50.201.106:5140
江苏卫视,http://60.185.236.42:4022/rtp/233.50.200.144:5140
浙江卫视,http://60.185.236.42:4022/rtp/233.50.200.231:5140
浙江卫视,http://60.185.236.42:4022/rtp/233.50.201.100:5140
浙江卫视,http://60.185.236.42:4022/rtp/233.50.200.145:5140
东方卫视,http://60.185.236.42:4022/rtp/233.50.201.125:5140
东方卫视,http://60.185.236.42:4022/rtp/233.50.200.146:5140
深圳卫视,http://60.185.236.42:4022/rtp/233.50.201.101:5140
深圳卫视,http://60.185.236.42:4022/rtp/233.50.200.188:5140
北京卫视,http://60.185.236.42:4022/rtp/233.50.201.107:5140
北京卫视,http://60.185.236.42:4022/rtp/233.50.200.179:5140
山东卫视,http://60.185.236.42:4022/rtp/233.50.201.105:5140
山东卫视,http://60.185.236.42:4022/rtp/233.50.200.127:5140
天津卫视,http://60.185.236.42:4022/rtp/233.50.201.104:5140
天津卫视,http://60.185.236.42:4022/rtp/233.50.200.104:5140
贵州卫视,http://60.185.236.42:4022/rtp/233.50.201.142:5140
贵州卫视,http://60.185.236.42:4022/rtp/233.50.200.139:5140
四川卫视,http://60.185.236.42:4022/rtp/233.50.201.139:5140
四川卫视,http://60.185.236.42:4022/rtp/233.50.200.118:5140
云南卫视,http://60.185.236.42:4022/rtp/233.50.200.115:5140
广西卫视,http://60.185.236.42:4022/rtp/233.50.200.136:5140
黑龙江卫视,http://60.185.236.42:4022/rtp/233.50.201.115:5140
黑龙江卫视,http://60.185.236.42:4022/rtp/233.50.200.189:5140
安徽卫视,http://60.185.236.42:4022/rtp/233.50.201.113:5140
安徽卫视,http://60.185.236.42:4022/rtp/233.50.200.106:5140
江西卫视,http://60.185.236.42:4022/rtp/233.50.201.145:5140
江西卫视,http://60.185.236.42:4022/rtp/233.50.200.119:5140
湖北卫视,http://60.185.236.42:4022/rtp/233.50.201.114:5140
湖北卫视,http://60.185.236.42:4022/rtp/233.50.200.147:5140
东南卫视,http://60.185.236.42:4022/rtp/233.50.201.146:5140
东南卫视,http://60.185.236.42:4022/rtp/233.50.200.135:5140
吉林卫视,http://60.185.236.42:4022/rtp/233.50.200.164:5140
吉林卫视,http://60.185.236.42:4022/rtp/233.50.202.42:5140
辽宁卫视,http://60.185.236.42:4022/rtp/233.50.201.141:5140
辽宁卫视,http://60.185.236.42:4022/rtp/233.50.200.129:5140
辽宁卫视,http://60.185.236.42:4022/rtp/233.50.200.173:5140
湖南卫视,http://60.185.236.42:4022/rtp/233.50.201.103:5140
湖南卫视,http://60.185.236.42:4022/rtp/233.50.200.190:5140
广东卫视,http://60.185.236.42:4022/rtp/233.50.200.187:5140
广东卫视,http://60.185.236.42:4022/rtp/233.50.200.126:5140
广东卫视,http://60.185.236.42:4022/rtp/233.50.200.149:5140
广东卫视,http://60.185.236.42:4022/rtp/233.50.201.102:5140
河南卫视,http://60.185.236.42:4022/rtp/233.50.201.144:5140
河南卫视,http://60.185.236.42:4022/rtp/233.50.200.142:5140
河北卫视,http://60.185.236.42:4022/rtp/233.50.201.140:5140
河北卫视,http://60.185.236.42:4022/rtp/233.50.200.105:5140
宁夏卫视,http://60.185.236.42:4022/rtp/233.50.202.45:5140
甘肃卫视,http://60.185.236.42:4022/rtp/233.50.200.163:5140
新疆卫视,http://60.185.236.42:4022/rtp/233.50.202.46:5140
西藏卫视,http://60.185.236.42:4022/rtp/233.50.202.43:5140
兵团卫视,http://60.185.236.42:4022/rtp/233.50.202.44:5140
三沙卫视,http://60.185.236.42:4022/rtp/233.50.200.175:5140
哈哈炫动,http://60.185.236.42:4022/rtp/233.50.200.167:5140
卡酷少儿,http://60.185.236.42:4022/rtp/233.50.200.166:5140
卡酷少儿,http://60.185.236.42:4022/rtp/233.50.202.33:5140
凤凰中文,http://60.185.236.42:4022/rtp/233.50.202.35:5140
凤凰资讯,http://60.185.236.42:4022/rtp/233.50.202.36:5140
北京纪实科教,http://60.185.236.42:4022/rtp/233.50.202.34:5140
东方财经,http://60.185.236.42:4022/rtp/233.50.200.177:5140
第一财经,http://60.185.236.42:4022/rtp/233.50.200.125:5140
都市剧场,http://60.185.236.42:4022/rtp/233.50.201.190:5140
都市剧场,http://60.185.236.42:4022/rtp/233.50.200.11:5140
欢笑剧场,http://60.185.236.42:4022/rtp/233.50.201.189:5140
欢笑剧场,http://60.185.236.42:4022/rtp/233.50.200.229:5140
浙江新闻,http://60.185.236.42:4022/rtp/233.50.201.137:5140
浙江民生,http://60.185.236.42:4022/rtp/233.50.201.136:5140
浙江科教影视,http://60.185.236.42:4022/rtp/233.50.201.134:5140
浙江经济生活,http://60.185.236.42:4022/rtp/233.50.201.133:5140
浙江钱江,http://60.185.236.42:4022/rtp/233.50.201.132:5140
浙江少儿,http://60.185.236.42:4022/rtp/233.50.201.138:5140
之江纪录,http://60.185.236.42:4022/rtp/233.50.202.25:5140
浙江好易购,http://60.185.236.42:4022/rtp/233.50.201.248:5140
杭州综合,http://60.185.236.42:4022/rtp/233.50.201.173:5140
杭州明珠,http://60.185.236.42:4022/rtp/233.50.201.174:5140
杭州生活,http://60.185.236.42:4022/rtp/233.50.201.175:5140
杭州影视,http://60.185.236.42:4022/rtp/233.50.201.176:5140
杭州青少体育,http://60.185.236.42:4022/rtp/233.50.201.177:5140
杭州导视,http://60.185.236.42:4022/rtp/233.50.201.182:5140
宁波1,http://60.185.236.42:4022/rtp/233.50.201.168:5140
宁波2,http://60.185.236.42:4022/rtp/233.50.201.178:5140
宁波3,http://60.185.236.42:4022/rtp/233.50.201.179:5140
宁波4,http://60.185.236.42:4022/rtp/233.50.201.180:5140
温州新闻,http://60.185.236.42:4022/rtp/233.50.201.87:5140
衢州综合,http://60.185.236.42:4022/rtp/233.50.202.11:5140
衢州公共,http://60.185.236.42:4022/rtp/233.50.202.12:5140
绍兴新闻,http://60.185.236.42:4022/rtp/233.50.201.156:5140
睛彩竞技,http://60.185.236.42:4022/rtp/233.50.202.26:5140
